customer_id,gender,age,city,join_date,estimated_salary,is_active_member,churn
12342,Male,45,Ganja,2019-12-12,23741,0,0
12343,Male,23,Baku,2017-06-19,125589,0,0
12344,Male,37,Sumqayit,2023-09-09,109537,0,0
12345,Male,22,Ganja,2016-10-18,23839,0,0
12346,Female,40,Shaki,2021-11-08,125885,1,1
12347,Male,26,Sumqayit,2016-10-20,39139,0,0
12348,Female,46,Ganja,2022-09-21,66905,1,1
12349,Female,33,Lankaran,2022-10-09,110934,1,0
12350,Female,63,Sumqayit,2017-04-30,72749,1,1
12351,Female,39,Lankaran,2022-01-17,45036,0,0
12352,Male,25,Sumqayit,2021-05-02,123541,1,0
12353,Male,37,Sumqayit,2024-03-12,65272,1,0
12354,Female,68,Mingachevir,2015-05-21,21740,1,0
12355,Female,31,Mingachevir,2023-01-21,104044,1,1
12356,Male,56,Lankaran,2021-09-19,78788,0,0
12357,Female,54,Baku,2021-05-29,51611,0,1
12358,Male,67,Ganja,2020-04-13,90827,0,0
12359,Female,51,Baku,2017-11-20,51109,1,0
12360,Male,28,Baku,2023-11-17,39481,1,0
12361,Female,57,Mingachevir,2021-07-30,25247,0,0
12362,Female,50,Ganja,2021-03-02,73621,0,1
12363,Male,48,Mingachevir,2019-02-10,127149,1,0
12364,Female,61,Mingachevir,2023-04-30,41383,1,0
12365,Female,51,Mingachevir,2021-05-27,84535,0,0
12366,Male,67,Shaki,2015-04-21,130037,0,0
12367,Female,24,Baku,2017-12-27,45319,1,0
12368,Male,66,Baku,2019-09-15,59334,0,0
12369,Male,40,Baku,2021-08-17,43728,0,0
12370,Female,63,Shaki,2015-07-15,119156,1,1
12371,Female,24,Sumqayit,2015-05-06,50442,0,0
12372,Female,42,Lankaran,2015-09-19,106846,0,0
12373,Female,20,Lankaran,2023-01-13,62521,1,0
12374,Female,55,Shaki,2017-07-12,84777,0,0
12375,Female,37,Baku,2019-12-27,106988,1,0
12376,Female,51,Lankaran,2021-01-11,32137,0,0
12377,Male,66,Shaki,2019-05-24,63636,0,0
12378,Female,61,Mingachevir,2015-04-18,34905,1,0
12379,Male,61,Ganja,2024-07-26,107309,0,0
12380,Female,47,Lankaran,2020-09-13,50024,0,0
12381,Female,34,Ganja,2023-07-13,84966,1,0
12382,Male,27,Baku,2016-10-16,37702,1,1
12383,Female,52,Lankaran,2022-08-02,36505,0,0
12384,Female,37,Shaki,2020-07-06,89790,0,0
12385,Male,35,Sumqayit,2017-09-24,81071,0,0
12386,Female,62,Lankaran,2021-09-29,134543,1,1
12387,Female,61,Lankaran,2023-05-06,28498,0,1
12388,Female,44,Lankaran,2015-10-12,97710,0,0
12389,Male,66,Lankaran,2019-01-10,78456,1,0
12390,Female,53,Shaki,2022-01-09,114958,1,0
12391,Female,40,Shaki,2015-01-27,49733,1,1
12392,Female,49,Sumqayit,2021-03-24,87432,1,0
12393,Female,27,Shaki,2024-07-28,131182,0,0
12394,Male,28,Shaki,2019-05-11,124280,0,0
12395,Male,55,Baku,2018-10-23,77158,0,0
12396,Female,23,Baku,2024-04-04,143225,1,0
12397,Female,58,Ganja,2017-04-27,23911,0,0
12398,Male,64,Sumqayit,2018-02-02,69105,0,0
12399,Male,51,Baku,2015-01-18,93876,0,0
12400,Female,53,Sumqayit,2023-12-21,102959,1,0
12401,Male,54,Sumqayit,2020-09-21,127886,0,0
12402,Female,34,Lankaran,2020-11-06,84322,0,0
12403,Male,57,Mingachevir,2022-03-18,56672,1,1
12404,Male,57,Mingachevir,2015-06-06,90412,0,0
12405,Male,29,Mingachevir,2018-07-13,126613,1,0
12406,Male,38,Sumqayit,2020-12-21,86239,1,1
12407,Female,57,Lankaran,2021-11-16,83804,0,0
12408,Male,36,Ganja,2019-06-13,81727,1,0
12409,Male,20,Ganja,2019-11-07,137643,1,0
12410,Female,35,Mingachevir,2018-03-01,123774,1,0
12411,Male,68,Ganja,2022-08-20,26440,0,0
12412,Male,36,Lankaran,2017-11-23,117473,1,0
12413,Female,64,Mingachevir,2020-10-31,87560,0,1
12414,Male,23,Lankaran,2023-02-24,35751,0,0
12415,Female,33,Ganja,2018-03-01,32730,1,0
12416,Female,25,Mingachevir,2024-07-31,84792,1,0
12417,Female,65,Lankaran,2022-12-23,41380,0,0
12418,Female,35,Shaki,2015-07-23,48972,1,0
12419,Male,69,Shaki,2019-12-28,84385,0,0
12420,Female,65,Lankaran,2018-09-21,141257,0,0
12421,Male,60,Lankaran,2017-08-19,57113,1,0
12422,Male,56,Baku,2021-12-19,30149,1,0
12423,Male,66,Baku,2016-03-17,75014,1,0
12424,Male,66,Sumqayit,2022-11-15,58402,1,0
12425,Male,29,Mingachevir,2024-02-12,147661,1,0
12426,Male,62,Sumqayit,2018-08-08,145679,1,0
12427,Male,27,Sumqayit,2018-02-22,102917,1,0
12428,Male,24,Ganja,2019-08-14,69557,1,0
12429,Male,63,Shaki,2017-05-20,117895,1,0
12430,Male,18,Ganja,2018-04-13,129344,1,1
12431,Female,66,Mingachevir,2020-03-22,20243,0,0
12432,Female,53,Lankaran,2019-02-24,142655,1,1
12433,Female,38,Baku,2022-12-26,22414,1,0
12434,Male,54,Mingachevir,2015-03-21,23856,1,0
12435,Female,69,Lankaran,2022-10-30,91799,0,0
12436,Female,41,Mingachevir,2023-02-10,133489,1,1
12437,Female,42,Lankaran,2018-08-21,101335,1,0
12438,Male,24,Baku,2024-10-21,142626,1,0
12439,Male,59,Lankaran,2018-09-29,78949,1,0
12440,Male,34,Sumqayit,2016-07-23,61392,1,0
12441,Male,46,Mingachevir,2018-01-19,32470,0,0
12442,Female,47,Baku,2022-12-19,33772,1,0
12443,Female,24,Lankaran,2021-01-25,47382,1,0
12444,Female,50,Sumqayit,2024-04-28,119445,0,1
12445,Female,24,Sumqayit,2023-05-18,89662,0,1
12446,Male,41,Shaki,2021-04-02,104944,0,1
12447,Male,28,Sumqayit,2016-02-03,144052,1,1
12448,Male,26,Ganja,2022-03-20,100399,1,0
12449,Female,29,Baku,2017-03-31,33584,0,1
12450,Male,52,Baku,2023-05-19,43391,1,0
12451,Male,21,Baku,2021-11-29,105376,1,1
12452,Female,53,Lankaran,2024-11-15,140687,1,0
12453,Female,45,Mingachevir,2017-04-24,56965,1,0
12454,Male,30,Lankaran,2022-03-17,111207,1,0
12455,Male,40,Ganja,2023-08-26,124128,0,0
12456,Male,36,Mingachevir,2022-04-16,32097,0,1
12457,Male,59,Sumqayit,2022-04-07,141454,0,1
12458,Male,54,Lankaran,2023-03-28,137540,1,0
12459,Male,56,Mingachevir,2022-09-26,38839,0,0
12460,Female,41,Sumqayit,2018-06-30,142202,1,0
12461,Female,33,Mingachevir,2015-12-24,130419,0,0
12462,Female,50,Sumqayit,2023-07-27,103310,0,0
12463,Male,29,Mingachevir,2018-11-23,57693,0,0
12464,Female,51,Lankaran,2016-06-04,71988,0,0
12465,Male,24,Lankaran,2022-01-16,69769,1,1
12466,Male,28,Ganja,2024-07-20,145476,0,0
12467,Female,48,Shaki,2016-01-28,147266,0,0
12468,Male,46,Baku,2019-07-25,22469,0,1
12469,Male,30,Lankaran,2024-01-07,32468,1,1
12470,Female,48,Lankaran,2024-04-23,121006,0,1
12471,Female,19,Sumqayit,2018-10-27,59025,0,0
12472,Female,56,Shaki,2024-10-22,148237,0,0
12473,Male,32,Lankaran,2021-01-09,126409,0,0
12474,Female,28,Mingachevir,2017-06-11,23165,0,0
12475,Female,51,Shaki,2017-09-10,77603,1,0
12476,Male,56,Baku,2021-12-02,96906,0,0
12477,Female,21,Mingachevir,2016-08-05,63251,1,0
12478,Female,28,Sumqayit,2020-05-09,67526,1,1
12479,Female,46,Ganja,2022-12-14,122734,0,1
12480,Male,19,Mingachevir,2015-01-20,127542,0,0
12481,Male,33,Baku,2022-03-25,124296,1,0
12482,Male,56,Mingachevir,2020-05-27,48942,0,1
12483,Male,30,Shaki,2021-03-25,65017,0,0
12484,Female,54,Shaki,2024-05-10,80555,1,1
12485,Male,34,Baku,2015-01-19,52209,0,1
12486,Male,38,Shaki,2021-10-27,59365,1,0
12487,Female,61,Mingachevir,2021-08-12,21407,1,0
12488,Female,36,Ganja,2023-01-25,84081,0,0
12489,Female,24,Mingachevir,2019-07-01,45976,0,0
12490,Male,55,Ganja,2017-06-07,61969,1,0
12491,Male,25,Shaki,2020-02-27,58325,1,0
12492,Male,30,Mingachevir,2016-12-26,141687,0,1
12493,Female,54,Shaki,2015-05-27,76741,1,0
12494,Female,19,Ganja,2019-09-13,35515,1,1
12495,Male,58,Shaki,2019-03-08,56174,0,0
12496,Female,28,Lankaran,2021-10-13,97330,0,1
12497,Female,41,Sumqayit,2017-04-27,25700,1,0
12498,Female,23,Mingachevir,2019-01-03,93663,0,0
12499,Male,43,Lankaran,2021-02-23,73379,1,0
12500,Female,24,Shaki,2023-05-03,47391,1,0
12501,Female,56,Shaki,2018-08-03,144624,0,0
12502,Male,36,Sumqayit,2016-07-18,96276,1,1
12503,Male,23,Shaki,2016-01-04,87081,1,0
12504,Female,60,Sumqayit,2018-06-17,109227,1,1
12505,Female,46,Mingachevir,2022-10-20,77284,0,0
12506,Male,60,Ganja,2018-08-03,102054,0,0
12507,Male,56,Sumqayit,2022-07-10,82206,1,0
12508,Female,19,Sumqayit,2024-06-28,121163,1,1
12509,Female,36,Lankaran,2023-05-02,113590,1,0
12510,Female,21,Shaki,2022-01-09,98593,0,0
12511,Female,23,Mingachevir,2019-12-24,79485,1,1
12512,Male,66,Ganja,2022-09-23,91539,0,0
12513,Female,54,Baku,2022-02-21,54032,1,0
12514,Female,45,Sumqayit,2020-03-02,38156,1,0
12515,Male,47,Baku,2015-03-01,69316,0,0
12516,Female,24,Shaki,2016-06-28,130916,0,0
12517,Male,26,Sumqayit,2023-05-23,68787,0,1
12518,Female,42,Baku,2021-06-08,133881,1,1
12519,Female,50,Lankaran,2018-06-21,113099,1,0
12520,Male,18,Baku,2019-09-04,61579,0,0
12521,Male,68,Lankaran,2018-05-15,77574,0,0
12522,Female,23,Ganja,2024-06-08,92261,1,0
12523,Female,35,Shaki,2021-05-19,137468,1,0
12524,Female,27,Mingachevir,2021-11-30,142441,0,0
12525,Male,45,Baku,2017-11-11,107218,1,0
12526,Female,28,Sumqayit,2016-07-12,113263,0,0
12527,Male,50,Shaki,2021-07-24,144257,1,0
12528,Male,18,Baku,2019-02-21,125118,0,1
12529,Female,30,Sumqayit,2020-05-21,79235,1,0
12530,Male,54,Sumqayit,2016-10-31,72904,1,0
12531,Female,37,Mingachevir,2015-09-15,101721,1,0
12532,Female,18,Mingachevir,2022-05-26,56740,0,0
12533,Female,69,Sumqayit,2017-12-06,137920,0,0
12534,Female,20,Mingachevir,2017-11-16,93130,0,0
12535,Female,35,Sumqayit,2017-11-16,69554,1,0
12536,Male,58,Baku,2020-06-27,27199,1,0
12537,Male,31,Ganja,2024-06-30,59032,0,1
12538,Female,48,Mingachevir,2015-05-25,112886,1,0
12539,Female,44,Lankaran,2022-03-19,101410,0,0
12540,Male,34,Lankaran,2022-01-13,24480,1,0
12541,Male,63,Lankaran,2023-09-28,50435,1,0
12542,Male,46,Ganja,2017-03-11,50120,1,0
12543,Male,53,Sumqayit,2019-01-25,92155,0,1
12544,Female,54,Sumqayit,2021-08-26,22607,0,0
12545,Female,43,Shaki,2022-09-24,94918,0,0
12546,Male,34,Lankaran,2016-11-03,94116,1,0
12547,Female,39,Lankaran,2024-07-21,105324,1,0
12548,Male,42,Sumqayit,2015-11-23,42026,1,0
12549,Female,19,Lankaran,2018-11-15,144653,1,0
12550,Male,39,Sumqayit,2024-03-22,37173,0,0
12551,Female,22,Sumqayit,2016-09-21,108816,0,0
12552,Male,21,Mingachevir,2020-07-12,54262,1,0
12553,Male,53,Sumqayit,2020-11-01,71903,0,0
12554,Female,23,Baku,2021-01-02,144427,1,0
12555,Male,69,Baku,2020-07-21,67156,1,0
12556,Female,38,Baku,2018-04-09,92246,0,0
12557,Female,30,Baku,2020-07-17,119124,0,0
12558,Male,54,Ganja,2018-09-19,139828,0,0
12559,Female,42,Shaki,2021-10-07,139826,1,0
12560,Female,43,Shaki,2024-04-03,97764,1,0
12561,Female,56,Sumqayit,2019-03-30,148855,1,0
12562,Female,37,Lankaran,2022-06-01,82301,0,0
12563,Female,50,Baku,2022-09-11,111591,0,0
12564,Male,31,Shaki,2016-07-22,137057,0,0
12565,Female,53,Shaki,2021-07-22,84314,0,0
12566,Female,34,Baku,2024-03-27,116688,0,0
12567,Female,38,Ganja,2020-04-29,40449,0,1
12568,Female,63,Ganja,2015-12-13,113242,0,0
12569,Female,33,Shaki,2016-02-12,50466,1,1
12570,Male,63,Ganja,2015-05-13,136151,0,0
12571,Female,33,Mingachevir,2016-09-05,136595,0,0
12572,Male,37,Baku,2023-04-24,108121,1,0
12573,Male,46,Shaki,2015-04-16,129561,1,1
12574,Male,45,Baku,2021-01-27,44279,0,0
12575,Male,25,Ganja,2022-05-11,31837,1,0
12576,Female,41,Baku,2024-02-04,44209,0,0
12577,Male,20,Ganja,2024-11-24,32220,0,0
12578,Male,42,Ganja,2015-09-19,23965,0,0
12579,Female,36,Baku,2016-05-08,131342,1,0
12580,Female,50,Ganja,2024-01-29,62276,1,1
12581,Female,19,Mingachevir,2019-01-14,134869,0,0
12582,Male,32,Sumqayit,2023-01-29,124304,1,0
12583,Female,39,Baku,2015-10-17,47230,0,0
12584,Female,27,Sumqayit,2024-02-17,109165,0,1
12585,Male,35,Baku,2020-02-12,61920,1,0
12586,Female,39,Ganja,2018-08-30,85165,1,0
12587,Female,63,Ganja,2020-11-02,81544,1,0
12588,Female,66,Shaki,2018-12-09,148260,0,0
12589,Female,44,Mingachevir,2018-09-14,145534,1,1
12590,Male,30,Shaki,2015-02-14,113406,1,0
12591,Female,50,Sumqayit,2017-03-25,102909,1,0
12592,Female,22,Ganja,2021-07-08,114691,0,0
12593,Male,43,Shaki,2016-04-09,128221,0,0
12594,Female,30,Ganja,2015-07-19,140960,0,0
12595,Male,44,Baku,2023-12-17,132958,0,0
12596,Female,31,Shaki,2015-11-25,119010,0,0
12597,Male,41,Sumqayit,2021-04-06,43036,1,1
12598,Male,20,Shaki,2020-03-22,146995,1,0
12599,Male,64,Ganja,2017-03-08,85322,0,0
12600,Male,68,Lankaran,2016-12-02,24847,1,1
12601,Female,66,Lankaran,2022-03-15,106250,0,0
12602,Male,47,Mingachevir,2022-05-28,70772,0,0
12603,Female,52,Ganja,2024-05-23,32893,0,1
12604,Male,65,Baku,2020-07-14,24649,0,0
12605,Male,31,Shaki,2020-04-08,50571,0,0
12606,Male,29,Lankaran,2022-07-31,31613,0,0
12607,Female,45,Baku,2021-08-04,124900,1,0
12608,Male,61,Ganja,2018-11-02,73833,1,1
12609,Female,46,Baku,2021-08-29,82423,1,1
12610,Female,60,Ganja,2024-09-06,109964,1,0
12611,Female,34,Mingachevir,2024-01-07,138268,1,1
12612,Female,57,Shaki,2022-10-17,132242,1,0
12613,Female,66,Baku,2021-08-09,61382,0,0
12614,Female,38,Shaki,2020-10-20,138703,0,1
12615,Female,40,Baku,2024-01-25,72348,0,1
12616,Female,37,Ganja,2021-12-26,108069,0,0
12617,Female,28,Ganja,2018-12-08,73705,1,0
12618,Male,51,Baku,2015-05-07,95642,0,0
12619,Male,27,Mingachevir,2019-02-19,145481,1,0
12620,Male,27,Ganja,2019-06-09,117849,1,0
12621,Male,60,Sumqayit,2024-11-07,105930,1,0
12622,Male,23,Sumqayit,2024-02-02,97813,1,0
12623,Female,53,Shaki,2016-04-26,75817,1,1
12624,Female,41,Sumqayit,2018-08-28,100984,1,0
12625,Female,29,Sumqayit,2024-08-16,98669,0,0
12626,Female,60,Mingachevir,2015-10-10,64142,0,1
12627,Female,40,Mingachevir,2023-06-01,90182,0,0
12628,Female,44,Lankaran,2020-10-22,33708,0,0
12629,Female,62,Lankaran,2023-08-02,26090,0,0
12630,Male,54,Mingachevir,2022-09-21,72902,0,0
12631,Male,23,Lankaran,2021-07-22,112170,0,0
12632,Male,18,Mingachevir,2020-08-06,111757,1,0
12633,Male,23,Lankaran,2021-06-29,131088,1,0
12634,Female,67,Ganja,2015-08-27,129583,0,0
12635,Female,39,Mingachevir,2018-11-21,100928,0,0
12636,Female,58,Shaki,2021-07-12,63752,1,0
12637,Male,41,Shaki,2015-12-07,120840,0,0
12638,Female,42,Mingachevir,2024-03-04,39643,1,1
12639,Female,32,Sumqayit,2024-05-17,59647,0,1
12640,Female,43,Shaki,2023-03-13,85082,1,1
12641,Male,25,Sumqayit,2017-06-10,100329,1,0
12642,Female,68,Shaki,2019-01-26,117330,0,0
12643,Male,41,Baku,2016-04-06,92974,0,0
12644,Male,65,Baku,2018-08-09,104431,1,1
12645,Male,55,Mingachevir,2017-03-08,38474,0,0
12646,Male,23,Shaki,2017-01-02,57402,0,0
12647,Female,52,Ganja,2024-07-10,102487,1,0
12648,Male,59,Sumqayit,2015-06-11,36504,1,0
12649,Male,18,Shaki,2024-10-14,26768,0,0
12650,Female,63,Mingachevir,2021-10-31,94043,0,1
12651,Female,53,Sumqayit,2019-01-18,133661,1,0
12652,Male,29,Lankaran,2021-05-01,115346,1,0
12653,Female,55,Mingachevir,2017-10-06,20620,1,0
12654,Male,28,Shaki,2015-05-12,40447,0,0
12655,Male,29,Ganja,2020-02-01,118757,1,0
12656,Male,59,Lankaran,2020-12-07,39118,0,1
12657,Male,67,Mingachevir,2020-03-30,145551,1,0
12658,Female,56,Shaki,2018-05-27,82051,0,0
12659,Male,24,Baku,2024-07-20,66599,0,0
12660,Female,28,Shaki,2016-11-02,86494,1,0
12661,Female,53,Baku,2016-05-19,30200,0,0
12662,Female,69,Baku,2024-03-25,114854,1,1
12663,Female,48,Mingachevir,2020-11-26,119066,0,0
12664,Male,50,Shaki,2018-06-15,78704,0,1
12665,Female,30,Shaki,2015-10-20,73487,0,1
12666,Male,35,Baku,2020-07-03,133373,1,0
12667,Female,58,Sumqayit,2023-04-24,66465,1,1
12668,Female,41,Lankaran,2024-12-29,49840,0,0
12669,Male,26,Ganja,2017-04-07,108440,1,0
12670,Male,48,Shaki,2015-07-06,38435,0,0
12671,Male,58,Lankaran,2017-11-25,67897,1,0
12672,Female,27,Lankaran,2024-12-11,141677,1,1
12673,Female,19,Sumqayit,2021-04-22,117607,0,0
12674,Male,55,Lankaran,2018-12-29,126692,0,0
12675,Male,32,Shaki,2019-07-01,83876,0,1
12676,Male,20,Mingachevir,2017-10-28,109727,1,0
12677,Male,60,Mingachevir,2022-08-27,69412,0,0
12678,Female,48,Lankaran,2018-04-16,92282,0,0
12679,Male,23,Shaki,2024-01-27,48484,1,0
12680,Male,20,Shaki,2020-09-19,58658,1,0
12681,Male,28,Baku,2024-05-21,26053,0,1
12682,Male,32,Sumqayit,2022-09-05,147069,0,0
12683,Female,62,Ganja,2020-11-30,119584,1,1
12684,Male,69,Baku,2022-09-16,102055,1,0
12685,Female,45,Ganja,2023-11-12,149548,1,0
12686,Male,27,Shaki,2024-10-15,75251,1,0
12687,Male,55,Mingachevir,2017-05-03,60645,0,0
12688,Female,64,Baku,2020-10-26,22545,0,0
12689,Male,67,Lankaran,2016-12-19,148177,1,0
12690,Female,67,Lankaran,2020-01-21,99983,0,0
12691,Female,24,Ganja,2017-05-27,115495,0,1
12692,Male,32,Shaki,2023-12-12,97213,0,0
12693,Female,35,Mingachevir,2016-02-06,28560,1,1
12694,Female,35,Ganja,2022-11-20,82375,0,1
12695,Female,69,Mingachevir,2015-03-05,23662,1,0
12696,Female,58,Sumqayit,2022-05-23,134041,0,0
12697,Female,41,Mingachevir,2023-01-12,98591,1,0
12698,Female,19,Lankaran,2018-12-19,59497,1,1
12699,Female,57,Baku,2023-07-11,72606,1,1
12700,Female,37,Baku,2016-01-08,82112,0,0
12701,Male,51,Baku,2015-11-02,98334,0,0
12702,Male,60,Mingachevir,2021-03-06,90344,0,0
12703,Female,43,Lankaran,2021-11-19,28048,0,1
12704,Male,24,Mingachevir,2017-07-20,98643,0,0
12705,Female,55,Shaki,2024-03-29,26520,1,1
12706,Female,47,Lankaran,2020-06-13,36928,0,0
12707,Male,59,Lankaran,2018-11-16,75368,0,0
12708,Female,22,Mingachevir,2023-10-30,43501,0,1
12709,Female,28,Mingachevir,2022-05-18,73751,0,1
12710,Female,18,Baku,2015-12-28,56191,1,0
12711,Female,51,Lankaran,2018-07-11,49476,1,0
12712,Male,18,Baku,2024-01-01,139493,1,0
12713,Female,36,Shaki,2022-07-31,46948,1,0
12714,Female,19,Sumqayit,2016-12-16,24483,0,0
12715,Female,38,Baku,2019-07-04,76123,1,0
12716,Male,37,Mingachevir,2016-06-26,130831,0,0
12717,Female,40,Ganja,2019-03-28,59887,1,0
12718,Male,38,Sumqayit,2019-07-21,103017,1,0
12719,Male,41,Shaki,2021-02-19,144958,0,0
12720,Female,21,Mingachevir,2016-10-13,96254,0,1
12721,Female,29,Sumqayit,2017-11-16,100909,1,0
12722,Male,39,Mingachevir,2017-12-05,108780,0,0
12723,Female,37,Baku,2016-10-08,123739,0,0
12724,Male,35,Mingachevir,2020-01-27,130659,0,0
12725,Male,18,Shaki,2023-03-21,81055,1,0
12726,Female,47,Ganja,2017-12-17,113165,1,0
12727,Female,50,Baku,2023-06-12,51257,1,0
12728,Male,41,Baku,2017-08-06,38327,1,1
12729,Male,31,Shaki,2017-08-18,120023,0,1
12730,Male,53,Shaki,2020-09-27,91304,0,0
12731,Male,22,Sumqayit,2017-03-13,44866,0,1
12732,Female,28,Ganja,2023-09-01,64649,0,1
12733,Female,41,Mingachevir,2022-04-08,29166,1,1
12734,Female,48,Sumqayit,2019-08-08,116279,0,0
12735,Female,30,Mingachevir,2019-05-27,102334,1,0
12736,Female,33,Mingachevir,2024-08-23,29042,1,0
12737,Male,41,Mingachevir,2018-11-03,141793,1,0
12738,Female,30,Sumqayit,2020-08-19,31969,0,0
12739,Female,41,Baku,2022-06-14,71880,0,0
12740,Female,43,Shaki,2016-12-26,92739,1,0
12741,Female,19,Baku,2022-01-07,83588,1,1
12742,Female,33,Ganja,2021-03-21,24641,0,0
12743,Male,55,Sumqayit,2018-11-05,48536,1,0
12744,Male,63,Ganja,2024-11-21,99910,0,0
12745,Male,18,Shaki,2024-03-27,34546,1,0
12746,Female,66,Shaki,2015-07-22,135429,1,0
12747,Male,28,Lankaran,2017-07-30,34102,0,0
12748,Male,68,Ganja,2016-08-11,118895,0,0
12749,Female,52,Baku,2016-07-24,119053,1,1
12750,Female,60,Ganja,2023-03-24,120523,1,0
12751,Female,46,Sumqayit,2015-07-15,29029,0,0
12752,Male,54,Shaki,2018-09-07,67545,1,1
12753,Male,34,Shaki,2016-02-22,31322,1,1
12754,Female,56,Ganja,2019-07-01,129977,1,0
12755,Female,59,Ganja,2018-09-27,127029,1,0
12756,Male,45,Mingachevir,2024-06-22,139148,1,0
12757,Male,46,Ganja,2015-01-09,32654,1,1
12758,Female,60,Mingachevir,2016-06-15,76663,0,0
12759,Female,20,Sumqayit,2015-05-29,95501,1,0
12760,Male,69,Sumqayit,2021-08-27,79687,0,0
12761,Female,27,Baku,2019-04-02,27508,1,0
12762,Male,59,Ganja,2017-11-01,137341,1,0
12763,Male,31,Baku,2016-04-20,67859,0,0
12764,Male,29,Lankaran,2019-06-06,120874,0,0
12765,Male,64,Sumqayit,2022-03-11,42132,0,0
12766,Female,59,Shaki,2020-06-02,85800,0,0
12767,Female,47,Mingachevir,2017-12-12,138283,0,1
12768,Male,49,Lankaran,2024-08-08,36025,1,0
12769,Male,49,Shaki,2015-07-25,131653,0,1
12770,Male,59,Lankaran,2023-04-22,136722,0,0
12771,Male,49,Baku,2023-02-10,137890,0,0
12772,Male,43,Baku,2017-01-14,126877,1,0
12773,Female,68,Mingachevir,2017-07-01,97024,1,1
12774,Female,18,Sumqayit,2015-02-23,127662,1,0
12775,Female,59,Mingachevir,2023-05-08,128974,0,0
12776,Female,19,Shaki,2019-05-23,85924,1,0
12777,Male,34,Lankaran,2024-10-01,140885,1,0
12778,Male,47,Mingachevir,2020-01-01,87607,1,0
12779,Male,56,Ganja,2015-12-10,44970,1,1
12780,Male,24,Ganja,2018-04-07,67736,0,0
12781,Male,69,Sumqayit,2020-04-16,99990,0,0
12782,Female,44,Mingachevir,2018-03-30,27840,0,1
12783,Male,26,Shaki,2024-11-07,49654,0,0
12784,Female,39,Ganja,2016-12-03,97385,0,0
12785,Female,51,Sumqayit,2022-01-18,72408,0,0
12786,Female,63,Mingachevir,2018-08-03,105939,0,0
12787,Female,66,Sumqayit,2020-03-13,95967,0,0
12788,Male,18,Shaki,2021-09-25,42442,1,0
12789,Female,26,Ganja,2024-11-02,85243,1,0
12790,Female,37,Ganja,2022-03-01,26630,0,0
12791,Female,36,Ganja,2015-07-18,67736,0,1
12792,Male,53,Baku,2023-11-07,33008,1,0
12793,Male,57,Ganja,2022-09-23,67487,1,0
12794,Male,62,Lankaran,2016-01-24,88395,1,0
12795,Female,21,Baku,2016-04-18,22393,0,0
12796,Female,26,Mingachevir,2018-11-05,114680,1,0
12797,Male,58,Baku,2017-02-03,75971,0,0
12798,Female,39,Baku,2019-07-13,99627,1,1
12799,Male,35,Baku,2016-08-14,107991,1,1
12800,Male,29,Sumqayit,2023-10-01,120354,0,0
12801,Female,59,Lankaran,2020-01-23,88657,1,1
12802,Female,60,Shaki,2017-12-31,94652,0,1
12803,Female,56,Ganja,2017-09-08,90507,1,0
12804,Female,26,Baku,2023-04-30,130071,0,0
12805,Male,23,Shaki,2015-06-17,146162,0,1
12806,Male,36,Sumqayit,2015-10-11,49644,0,0
12807,Male,65,Shaki,2024-10-05,109615,1,1
12808,Male,64,Baku,2023-07-05,113863,0,0
12809,Male,24,Mingachevir,2022-11-11,56122,1,0
12810,Female,33,Lankaran,2018-04-13,122778,1,0
12811,Male,22,Shaki,2023-12-15,23397,0,1
12812,Male,33,Baku,2023-09-23,74569,0,0
12813,Male,18,Baku,2024-04-09,138456,1,0
12814,Female,68,Ganja,2018-05-28,124585,1,0
12815,Female,54,Mingachevir,2017-06-09,97948,0,0
12816,Female,56,Ganja,2024-12-28,72133,1,0
12817,Female,36,Mingachevir,2020-12-21,68519,0,0
12818,Male,54,Lankaran,2019-07-13,91057,0,0
12819,Male,34,Ganja,2015-05-02,49151,0,0
12820,Female,43,Lankaran,2017-04-12,23472,1,0
12821,Female,39,Sumqayit,2020-04-06,71769,1,0
12822,Male,25,Sumqayit,2017-10-18,25481,1,0
12823,Male,50,Mingachevir,2020-06-16,58977,1,0
12824,Female,19,Mingachevir,2024-07-24,39883,0,0
12825,Female,47,Ganja,2017-06-13,108915,1,0
12826,Female,64,Sumqayit,2019-02-24,44265,0,0
12827,Female,37,Shaki,2015-10-16,72744,0,0
12828,Male,35,Shaki,2017-12-12,126927,1,0
12829,Male,60,Shaki,2023-12-21,140742,1,0
12830,Male,27,Sumqayit,2018-10-03,43656,1,0
12831,Female,41,Shaki,2017-12-10,29304,0,0
12832,Female,21,Lankaran,2017-04-18,106616,1,0
12833,Male,54,Baku,2023-02-07,65911,0,0
12834,Male,21,Mingachevir,2015-02-09,63013,0,0
12835,Male,30,Ganja,2021-04-16,97981,1,0
12836,Male,42,Lankaran,2021-03-15,60314,1,0
12837,Female,30,Shaki,2015-06-28,42857,1,0
12838,Male,35,Baku,2024-12-01,139910,0,0
12839,Male,41,Ganja,2015-07-02,48894,0,0
12840,Male,19,Lankaran,2019-10-26,137137,1,0
12841,Male,65,Ganja,2018-04-02,58570,1,0
12842,Male,50,Mingachevir,2019-11-05,86080,0,0
12843,Male,36,Sumqayit,2018-11-01,59420,1,1
12844,Male,26,Shaki,2016-12-05,101588,1,0
12845,Female,45,Lankaran,2016-05-11,141015,0,0
