customer_id,gender,age,city,join_date,estimated_salary,is_active_member,churn,product_id,product_type,balance
12833,Male,54,Baku,2023-02-07,65911,0,0,P219402,Savings,160638.0
12834,Male,21,Mingachevir,2015-02-09,63013,0,0,P203659,Loan,147318.0
12834,Male,21,Mingachevir,2015-02-09,63013,0,0,P206142,Mortgage,17394.0
12834,Male,21,Mingachevir,2015-02-09,63013,0,0,P210727,Mortgage,107119.0
12834,Male,21,Mingachevir,2015-02-09,63013,0,0,P223646,Credit Card,97023.0
12835,Male,30,Ganja,2021-04-16,97981,1,0,P203249,Credit Card,50280.0
12836,Male,42,Lankaran,2021-03-15,60314,1,0,P207128,Mortgage,10609.0
12836,Male,42,Lankaran,2021-03-15,60314,1,0,P210540,Savings,124477.0
12837,Female,30,Shaki,2015-06-28,42857,1,0,,,
12838,Male,35,Baku,2024-12-01,139910,0,0,P201227,Loan,138173.0
12838,Male,35,Baku,2024-12-01,139910,0,0,P204521,Loan,181703.0
12839,Male,41,Ganja,2015-07-02,48894,0,0,P210676,Loan,82361.0
12839,Male,41,Ganja,2015-07-02,48894,0,0,P218781,Credit Card,31877.0
12840,Male,19,Lankaran,2019-10-26,137137,1,0,P206311,Credit Card,49211.0
12840,Male,19,Lankaran,2019-10-26,137137,1,0,P208282,Credit Card,96642.0
12840,Male,19,Lankaran,2019-10-26,137137,1,0,P214861,Loan,135314.0
12841,Male,65,Ganja,2018-04-02,58570,1,0,P210055,Credit Card,22065.0
12841,Male,65,Ganja,2018-04-02,58570,1,0,P218062,Mortgage,105039.0
12841,Male,65,Ganja,2018-04-02,58570,1,0,P218972,Mortgage,40489.0
12842,Male,50,Mingachevir,2019-11-05,86080,0,0,P203460,Mortgage,169511.0
12842,Male,50,Mingachevir,2019-11-05,86080,0,0,P210894,Loan,82883.0
12842,Male,50,Mingachevir,2019-11-05,86080,0,0,P218578,Credit Card,20148.0
12843,Male,36,Sumqayit,2018-11-01,59420,1,1,P214075,Mortgage,168760.0
12843,Male,36,Sumqayit,2018-11-01,59420,1,1,P218257,Loan,141679.0
12844,Male,26,Shaki,2016-12-05,101588,1,0,P204926,Savings,75158.0
12844,Male,26,Shaki,2016-12-05,101588,1,0,P205302,Credit Card,166222.0
12844,Male,26,Shaki,2016-12-05,101588,1,0,P206264,Loan,100454.0
12844,Male,26,Shaki,2016-12-05,101588,1,0,P215217,Savings,8743.0
12845,Female,45,Lankaran,2016-05-11,141015,0,0,,,
12846,Female,52,Lankaran,2016-08-19,76210,0,0,P205811,Savings,180054.0
12847,Female,56,Baku,2021-11-13,47734,1,0,P204857,Mortgage,162969.0
12847,Female,56,Baku,2021-11-13,47734,1,0,P205845,Mortgage,171846.0
12847,Female,56,Baku,2021-11-13,47734,1,0,P208633,Savings,2212.0
12847,Female,56,Baku,2021-11-13,47734,1,0,P209199,Savings,168018.0
12848,Female,27,Baku,2016-04-18,120932,0,0,P201084,Credit Card,107008.0
12848,Female,27,Baku,2016-04-18,120932,0,0,P202207,Loan,193671.0
12848,Female,27,Baku,2016-04-18,120932,0,0,P209844,Savings,181322.0
12848,Female,27,Baku,2016-04-18,120932,0,0,P211684,Credit Card,10484.0
12848,Female,27,Baku,2016-04-18,120932,0,0,P213167,Loan,154674.0
12849,Male,18,Baku,2016-11-15,56219,1,0,,,
12850,Female,59,Ganja,2017-11-26,127033,0,1,P210048,Loan,19643.0
12850,Female,59,Ganja,2017-11-26,127033,0,1,P214517,Mortgage,63067.0
12851,Female,38,Shaki,2019-06-11,86972,0,1,P202668,Loan,40435.0
12851,Female,38,Shaki,2019-06-11,86972,0,1,P220369,Mortgage,17183.0
12852,Male,26,Ganja,2019-07-23,142775,0,0,P200373,Credit Card,186683.0
12852,Male,26,Ganja,2019-07-23,142775,0,0,P206013,Savings,56727.0
12852,Male,26,Ganja,2019-07-23,142775,0,0,P207144,Savings,132615.0
12852,Male,26,Ganja,2019-07-23,142775,0,0,P207962,Mortgage,135965.0
12852,Male,26,Ganja,2019-07-23,142775,0,0,P211343,Credit Card,166637.0
12853,Male,64,Shaki,2015-11-15,75813,0,1,P200884,Loan,110831.0
12853,Male,64,Shaki,2015-11-15,75813,0,1,P204794,Credit Card,44105.0
12854,Female,32,Lankaran,2024-12-05,31007,1,0,P210699,Savings,16984.0
12855,Female,52,Ganja,2018-12-06,48341,0,0,P214052,Loan,62784.0
12856,Male,22,Ganja,2021-07-31,116550,1,0,P201185,Savings,83634.0
12856,Male,22,Ganja,2021-07-31,116550,1,0,P204157,Mortgage,180224.0
12856,Male,22,Ganja,2021-07-31,116550,1,0,P209573,Savings,168288.0
12856,Male,22,Ganja,2021-07-31,116550,1,0,P221173,Savings,99455.0
12857,Female,58,Ganja,2019-08-22,121366,0,0,P215517,Loan,157121.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P200334,Credit Card,99116.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P212479,Credit Card,139610.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P218249,Mortgage,88652.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P220044,Mortgage,34927.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P221584,Credit Card,22894.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P222911,Mortgage,117658.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P223065,Loan,187703.0
12858,Male,39,Sumqayit,2022-04-18,69411,1,0,P224139,Savings,138468.0
12859,Male,58,Mingachevir,2020-06-11,93087,0,0,P202243,Credit Card,10355.0
12859,Male,58,Mingachevir,2020-06-11,93087,0,0,P213819,Loan,1995.0
12859,Male,58,Mingachevir,2020-06-11,93087,0,0,P216230,Credit Card,17129.0
12859,Male,58,Mingachevir,2020-06-11,93087,0,0,P217874,Loan,22877.0
12860,Male,40,Shaki,2015-08-17,98649,0,1,P205460,Credit Card,170433.0
12860,Male,40,Shaki,2015-08-17,98649,0,1,P222498,Savings,6068.0
12860,Male,40,Shaki,2015-08-17,98649,0,1,P224864,Mortgage,146211.0
12861,Male,24,Shaki,2016-12-29,68431,1,0,P203524,Savings,97861.0
12861,Male,24,Shaki,2016-12-29,68431,1,0,P213723,Credit Card,101097.0
12861,Male,24,Shaki,2016-12-29,68431,1,0,P222801,Savings,18856.0
12862,Female,40,Ganja,2018-07-11,122715,0,0,P212894,Savings,156190.0
12862,Female,40,Ganja,2018-07-11,122715,0,0,P218995,Mortgage,66664.0
12862,Female,40,Ganja,2018-07-11,122715,0,0,P220746,Loan,57756.0
12863,Male,61,Sumqayit,2019-02-19,24841,1,0,P206927,Mortgage,124303.0
12863,Male,61,Sumqayit,2019-02-19,24841,1,0,P209662,Loan,147695.0
12864,Male,42,Ganja,2016-07-14,60729,1,0,P201257,Credit Card,44577.0
12864,Male,42,Ganja,2016-07-14,60729,1,0,P210086,Loan,170721.0
12865,Female,44,Shaki,2018-10-07,102638,0,0,P219307,Savings,189298.0
12866,Male,58,Mingachevir,2019-01-05,123500,0,0,P215630,Credit Card,148767.0
12867,Female,23,Mingachevir,2022-05-06,104647,1,0,P218223,Credit Card,30166.0
12867,Female,23,Mingachevir,2022-05-06,104647,1,0,P221477,Mortgage,66255.0
12868,Female,51,Lankaran,2021-11-11,96629,0,0,P204683,Savings,186534.0
12868,Female,51,Lankaran,2021-11-11,96629,0,0,P219766,Mortgage,5082.0
12868,Female,51,Lankaran,2021-11-11,96629,0,0,P224501,Credit Card,194343.0
12869,Female,26,Sumqayit,2015-01-25,93082,0,0,P201143,Loan,26510.0
12869,Female,26,Sumqayit,2015-01-25,93082,0,0,P203029,Mortgage,111207.0
12870,Male,66,Mingachevir,2018-02-28,77804,1,1,P206870,Savings,194285.0
12870,Male,66,Mingachevir,2018-02-28,77804,1,1,P208841,Credit Card,50341.0
12870,Male,66,Mingachevir,2018-02-28,77804,1,1,P213589,Loan,191282.0
12871,Female,50,Sumqayit,2016-01-05,117335,0,0,P206840,Credit Card,193023.0
12871,Female,50,Sumqayit,2016-01-05,117335,0,0,P213302,Mortgage,183523.0
12872,Female,68,Ganja,2018-12-30,72006,0,0,P206005,Loan,7418.0
12872,Female,68,Ganja,2018-12-30,72006,0,0,P209131,Savings,112962.0
12872,Female,68,Ganja,2018-12-30,72006,0,0,P217628,Mortgage,182969.0
12872,Female,68,Ganja,2018-12-30,72006,0,0,P223885,Credit Card,123774.0
12873,Male,23,Lankaran,2024-01-09,41584,0,0,P213315,Loan,64326.0
12873,Male,23,Lankaran,2024-01-09,41584,0,0,P221582,Loan,65024.0
12873,Male,23,Lankaran,2024-01-09,41584,0,0,P221802,Mortgage,75514.0
12873,Male,23,Lankaran,2024-01-09,41584,0,0,P221916,Credit Card,51629.0
12874,Female,54,Shaki,2017-10-08,138755,0,0,P206625,Mortgage,109756.0
12874,Female,54,Shaki,2017-10-08,138755,0,0,P210095,Savings,169081.0
12875,Female,48,Mingachevir,2016-09-02,144582,0,0,P201354,Credit Card,81367.0
12875,Female,48,Mingachevir,2016-09-02,144582,0,0,P205203,Mortgage,8675.0
12876,Female,51,Mingachevir,2018-10-07,80591,1,0,P202197,Credit Card,110323.0
12876,Female,51,Mingachevir,2018-10-07,80591,1,0,P209819,Loan,50.0
12876,Female,51,Mingachevir,2018-10-07,80591,1,0,P216010,Credit Card,4165.0
12877,Female,58,Baku,2019-12-31,149816,0,0,P205511,Loan,37715.0
12877,Female,58,Baku,2019-12-31,149816,0,0,P207119,Savings,80605.0
12877,Female,58,Baku,2019-12-31,149816,0,0,P211805,Credit Card,90621.0
12877,Female,58,Baku,2019-12-31,149816,0,0,P213193,Credit Card,31676.0
12878,Female,46,Shaki,2024-09-26,39361,0,0,P200848,Loan,139704.0
12878,Female,46,Shaki,2024-09-26,39361,0,0,P203202,Savings,156108.0
12878,Female,46,Shaki,2024-09-26,39361,0,0,P212516,Credit Card,59311.0
12878,Female,46,Shaki,2024-09-26,39361,0,0,P218698,Loan,22805.0
12878,Female,46,Shaki,2024-09-26,39361,0,0,P220690,Credit Card,63135.0
12879,Male,31,Mingachevir,2020-07-28,148382,1,0,P200120,Mortgage,107285.0
12879,Male,31,Mingachevir,2020-07-28,148382,1,0,P200379,Loan,108237.0
12879,Male,31,Mingachevir,2020-07-28,148382,1,0,P222851,Mortgage,33082.0
12880,Female,53,Mingachevir,2018-05-05,100020,0,0,P200968,Mortgage,144559.0
12880,Female,53,Mingachevir,2018-05-05,100020,0,0,P209684,Mortgage,93394.0
12880,Female,53,Mingachevir,2018-05-05,100020,0,0,P210863,Loan,86883.0
12880,Female,53,Mingachevir,2018-05-05,100020,0,0,P216578,Mortgage,192140.0
12880,Female,53,Mingachevir,2018-05-05,100020,0,0,P217552,Loan,74409.0
12881,Female,53,Shaki,2020-11-26,67871,1,0,,,
12882,Male,32,Lankaran,2020-02-27,132984,1,0,P212531,Mortgage,118483.0
12882,Male,32,Lankaran,2020-02-27,132984,1,0,P219477,Loan,89986.0
12882,Male,32,Lankaran,2020-02-27,132984,1,0,P223447,Credit Card,76950.0
12883,Male,25,Sumqayit,2024-01-05,34101,0,1,P202414,Loan,67798.0
12884,Male,43,Shaki,2020-04-30,62774,0,0,P200669,Credit Card,27266.0
12884,Male,43,Shaki,2020-04-30,62774,0,0,P218089,Credit Card,193294.0
12885,Female,53,Sumqayit,2016-12-20,121784,1,0,P201003,Savings,151978.0
12885,Female,53,Sumqayit,2016-12-20,121784,1,0,P218207,Mortgage,33010.0
12886,Male,65,Lankaran,2024-04-13,62701,0,0,P221243,Loan,116555.0
12887,Female,38,Lankaran,2018-01-10,33261,1,1,P204115,Credit Card,30769.0
12888,Female,45,Ganja,2019-04-10,33209,0,0,P207125,Savings,107246.0
12888,Female,45,Ganja,2019-04-10,33209,0,0,P211561,Mortgage,189105.0
12889,Male,21,Baku,2021-10-15,48647,0,0,P203134,Loan,80920.0
12889,Male,21,Baku,2021-10-15,48647,0,0,P206214,Mortgage,99160.0
12889,Male,21,Baku,2021-10-15,48647,0,0,P206993,Mortgage,119569.0
12889,Male,21,Baku,2021-10-15,48647,0,0,P224226,Loan,69724.0
12890,Male,33,Lankaran,2020-04-04,28221,1,0,,,
12891,Female,39,Lankaran,2023-06-07,67833,1,0,P201106,Credit Card,64851.0
12891,Female,39,Lankaran,2023-06-07,67833,1,0,P211295,Mortgage,95912.0
12891,Female,39,Lankaran,2023-06-07,67833,1,0,P217344,Mortgage,3844.0
12892,Male,29,Sumqayit,2016-09-27,105413,1,0,P205234,Loan,49999.0
12892,Male,29,Sumqayit,2016-09-27,105413,1,0,P207087,Loan,60792.0
12892,Male,29,Sumqayit,2016-09-27,105413,1,0,P207298,Credit Card,120865.0
12892,Male,29,Sumqayit,2016-09-27,105413,1,0,P211586,Mortgage,42544.0
12892,Male,29,Sumqayit,2016-09-27,105413,1,0,P219718,Mortgage,199105.0
12893,Female,33,Lankaran,2018-03-18,45557,1,0,P215269,Credit Card,169782.0
12894,Male,68,Shaki,2023-09-05,118534,1,0,P207370,Loan,36898.0
12894,Male,68,Shaki,2023-09-05,118534,1,0,P214510,Loan,186841.0
12894,Male,68,Shaki,2023-09-05,118534,1,0,P224643,Mortgage,76889.0
12895,Male,57,Ganja,2023-09-08,27526,1,1,P211129,Savings,39595.0
12896,Male,55,Ganja,2019-10-20,123585,1,0,P201983,Loan,158718.0
12896,Male,55,Ganja,2019-10-20,123585,1,0,P202723,Savings,175955.0
12896,Male,55,Ganja,2019-10-20,123585,1,0,P205607,Mortgage,136187.0
12896,Male,55,Ganja,2019-10-20,123585,1,0,P218568,Loan,188761.0
12897,Female,59,Shaki,2021-08-11,145656,1,0,P207621,Credit Card,115142.0
12898,Male,54,Mingachevir,2024-09-03,21251,1,1,P200127,Savings,48066.0
12898,Male,54,Mingachevir,2024-09-03,21251,1,1,P213420,Credit Card,134149.0
12898,Male,54,Mingachevir,2024-09-03,21251,1,1,P214625,Credit Card,131994.0
12898,Male,54,Mingachevir,2024-09-03,21251,1,1,P219518,Savings,15606.0
12898,Male,54,Mingachevir,2024-09-03,21251,1,1,P220846,Savings,1869.0
12899,Female,46,Lankaran,2023-02-20,52588,1,0,P222793,Loan,47262.0
12900,Female,35,Baku,2021-09-27,74492,0,0,,,
12901,Female,27,Lankaran,2024-02-13,26889,0,0,P200936,Loan,29214.0
12901,Female,27,Lankaran,2024-02-13,26889,0,0,P205542,Savings,170698.0
12902,Female,59,Ganja,2020-04-10,131688,1,1,P204592,Loan,162054.0
12902,Female,59,Ganja,2020-04-10,131688,1,1,P216185,Mortgage,1686.0
12902,Female,59,Ganja,2020-04-10,131688,1,1,P224001,Mortgage,58029.0
12903,Male,56,Baku,2015-12-22,130990,0,0,P210401,Savings,16261.0
12903,Male,56,Baku,2015-12-22,130990,0,0,P211752,Savings,166244.0
12903,Male,56,Baku,2015-12-22,130990,0,0,P213875,Savings,161669.0
12904,Female,35,Mingachevir,2020-08-20,114302,1,0,P208645,Loan,45421.0
12904,Female,35,Mingachevir,2020-08-20,114302,1,0,P212325,Mortgage,129727.0
12905,Female,18,Sumqayit,2018-12-10,136651,0,1,P205708,Savings,128991.0
12906,Male,56,Sumqayit,2019-05-14,49146,0,0,P214172,Mortgage,168756.0
12906,Male,56,Sumqayit,2019-05-14,49146,0,0,P223938,Savings,86985.0
12907,Female,38,Lankaran,2024-02-04,72318,0,0,P206886,Loan,31158.0
12907,Female,38,Lankaran,2024-02-04,72318,0,0,P211821,Savings,189205.0
12907,Female,38,Lankaran,2024-02-04,72318,0,0,P212362,Loan,60438.0
12907,Female,38,Lankaran,2024-02-04,72318,0,0,P215224,Mortgage,153872.0
12907,Female,38,Lankaran,2024-02-04,72318,0,0,P220410,Mortgage,140496.0
12908,Male,18,Lankaran,2019-08-03,148905,0,1,P200910,Credit Card,160563.0
12908,Male,18,Lankaran,2019-08-03,148905,0,1,P201120,Loan,176573.0
12908,Male,18,Lankaran,2019-08-03,148905,0,1,P210014,Loan,141429.0
12909,Female,32,Baku,2020-02-14,120082,0,0,P215046,Mortgage,74955.0
12909,Female,32,Baku,2020-02-14,120082,0,0,P217081,Savings,61937.0
12910,Male,21,Baku,2024-11-30,93588,1,0,P200107,Credit Card,30879.0
12910,Male,21,Baku,2024-11-30,93588,1,0,P206953,Mortgage,152741.0
12910,Male,21,Baku,2024-11-30,93588,1,0,P215779,Mortgage,114590.0
12910,Male,21,Baku,2024-11-30,93588,1,0,P222400,Credit Card,123779.0
12911,Female,37,Mingachevir,2018-02-19,118084,0,1,P204868,Mortgage,184148.0
12911,Female,37,Mingachevir,2018-02-19,118084,0,1,P212729,Savings,37546.0
12911,Female,37,Mingachevir,2018-02-19,118084,0,1,P221689,Savings,155701.0
12912,Male,27,Lankaran,2020-10-13,57638,0,0,P201990,Loan,148947.0
12912,Male,27,Lankaran,2020-10-13,57638,0,0,P210907,Savings,5662.0
12912,Male,27,Lankaran,2020-10-13,57638,0,0,P211255,Loan,32432.0
12912,Male,27,Lankaran,2020-10-13,57638,0,0,P224223,Savings,85132.0
12913,Female,40,Ganja,2024-03-27,21147,1,0,P216221,Savings,153203.0
12913,Female,40,Ganja,2024-03-27,21147,1,0,P217017,Savings,76004.0
12913,Female,40,Ganja,2024-03-27,21147,1,0,P224426,Mortgage,149159.0
12913,Female,40,Ganja,2024-03-27,21147,1,0,P224727,Credit Card,72631.0
12914,Female,58,Sumqayit,2015-05-05,22847,0,0,P200991,Mortgage,134887.0
12914,Female,58,Sumqayit,2015-05-05,22847,0,0,P210642,Credit Card,145344.0
12915,Male,51,Mingachevir,2015-11-08,148499,0,0,P207759,Savings,135708.0
12915,Male,51,Mingachevir,2015-11-08,148499,0,0,P212213,Credit Card,160192.0
12916,Male,63,Baku,2023-12-07,105770,0,0,P202874,Credit Card,4458.0
12917,Male,65,Ganja,2017-02-13,80335,0,0,P200837,Savings,35443.0
12918,Male,50,Lankaran,2023-05-08,104990,0,0,P220366,Mortgage,139670.0
12918,Male,50,Lankaran,2023-05-08,104990,0,0,P224468,Savings,20716.0
12919,Female,51,Shaki,2022-12-30,53388,0,0,P211573,Credit Card,114610.0
12919,Female,51,Shaki,2022-12-30,53388,0,0,P212594,Credit Card,59332.0
12919,Female,51,Shaki,2022-12-30,53388,0,0,P216172,Credit Card,106916.0
12920,Female,56,Baku,2019-01-13,84347,0,0,P210398,Credit Card,49864.0
12920,Female,56,Baku,2019-01-13,84347,0,0,P215570,Loan,193537.0
12920,Female,56,Baku,2019-01-13,84347,0,0,P222307,Credit Card,196316.0
12920,Female,56,Baku,2019-01-13,84347,0,0,P224236,Savings,197544.0
12921,Male,27,Mingachevir,2020-01-06,119267,1,0,P215632,Credit Card,2818.0
12921,Male,27,Mingachevir,2020-01-06,119267,1,0,P220164,Mortgage,106317.0
12922,Female,37,Shaki,2016-11-24,59983,1,1,P203438,Savings,48364.0
12922,Female,37,Shaki,2016-11-24,59983,1,1,P205266,Mortgage,88905.0
12922,Female,37,Shaki,2016-11-24,59983,1,1,P210200,Savings,77282.0
12922,Female,37,Shaki,2016-11-24,59983,1,1,P219911,Mortgage,101038.0
12922,Female,37,Shaki,2016-11-24,59983,1,1,P223603,Loan,82319.0
12923,Male,18,Ganja,2018-03-28,63820,1,0,P201955,Credit Card,48103.0
12923,Male,18,Ganja,2018-03-28,63820,1,0,P212119,Loan,132719.0
12924,Male,30,Sumqayit,2018-10-08,136830,0,0,,,
12925,Female,18,Ganja,2020-01-18,46076,0,0,P201083,Mortgage,149272.0
12926,Female,22,Sumqayit,2017-09-16,50752,1,0,P217544,Mortgage,1014.0
12927,Female,33,Ganja,2022-10-17,80533,1,0,P206598,Savings,142989.0
12927,Female,33,Ganja,2022-10-17,80533,1,0,P206832,Credit Card,183150.0
12927,Female,33,Ganja,2022-10-17,80533,1,0,P222975,Credit Card,6561.0
12928,Female,32,Baku,2022-06-14,36003,1,0,P201528,Savings,102253.0
12928,Female,32,Baku,2022-06-14,36003,1,0,P211379,Loan,180257.0
12928,Female,32,Baku,2022-06-14,36003,1,0,P217982,Mortgage,44357.0
12929,Female,66,Baku,2024-02-17,92954,0,0,P222445,Loan,100422.0
12930,Female,45,Mingachevir,2019-10-19,37710,1,0,P209691,Mortgage,51581.0
12930,Female,45,Mingachevir,2019-10-19,37710,1,0,P212185,Credit Card,185903.0
12930,Female,45,Mingachevir,2019-10-19,37710,1,0,P221050,Loan,106189.0
12930,Female,45,Mingachevir,2019-10-19,37710,1,0,P223102,Savings,11049.0
12931,Female,48,Shaki,2023-02-07,85657,0,0,P200080,Loan,164458.0
12931,Female,48,Shaki,2023-02-07,85657,0,0,P204743,Loan,142175.0
12932,Male,40,Ganja,2021-09-19,57081,1,0,P203047,Credit Card,88208.0
12932,Male,40,Ganja,2021-09-19,57081,1,0,P203650,Credit Card,27231.0
12932,Male,40,Ganja,2021-09-19,57081,1,0,P216644,Savings,133218.0
12932,Male,40,Ganja,2021-09-19,57081,1,0,P221190,Savings,109185.0
12933,Male,65,Ganja,2023-05-02,70228,1,0,P206150,Savings,195100.0
12934,Male,62,Shaki,2019-09-13,113309,0,0,P214067,Savings,126864.0
12935,Male,60,Lankaran,2019-06-15,103102,0,0,P201365,Savings,1948.0
12936,Male,34,Mingachevir,2023-06-16,132286,0,0,P203353,Loan,65945.0
12936,Male,34,Mingachevir,2023-06-16,132286,0,0,P208890,Savings,159836.0
12936,Male,34,Mingachevir,2023-06-16,132286,0,0,P217546,Mortgage,113644.0
12937,Female,66,Ganja,2022-05-08,119098,0,0,P213045,Mortgage,101709.0
12937,Female,66,Ganja,2022-05-08,119098,0,0,P213450,Savings,43229.0
12937,Female,66,Ganja,2022-05-08,119098,0,0,P220610,Credit Card,118492.0
12938,Male,51,Mingachevir,2024-02-14,128120,0,0,P207020,Savings,182955.0
12938,Male,51,Mingachevir,2024-02-14,128120,0,0,P209139,Savings,48173.0
12939,Male,30,Ganja,2017-06-08,40655,0,0,,,
12940,Male,31,Ganja,2018-10-10,28483,1,0,P202001,Credit Card,100441.0
12940,Male,31,Ganja,2018-10-10,28483,1,0,P205417,Savings,8316.0
12940,Male,31,Ganja,2018-10-10,28483,1,0,P214476,Loan,190704.0
12940,Male,31,Ganja,2018-10-10,28483,1,0,P214709,Credit Card,67979.0
12940,Male,31,Ganja,2018-10-10,28483,1,0,P214829,Mortgage,73595.0
12940,Male,31,Ganja,2018-10-10,28483,1,0,P223181,Credit Card,22001.0
12941,Male,28,Lankaran,2016-05-03,118224,0,0,P206320,Mortgage,16937.0
12942,Male,45,Baku,2023-12-30,60094,0,0,,,
12943,Male,59,Mingachevir,2021-04-05,61450,0,0,P209024,Credit Card,62647.0
12943,Male,59,Mingachevir,2021-04-05,61450,0,0,P217867,Credit Card,43898.0
12943,Male,59,Mingachevir,2021-04-05,61450,0,0,P219473,Loan,75489.0
12944,Male,49,Shaki,2015-06-29,137496,1,0,P224662,Mortgage,180820.0
12945,Female,52,Mingachevir,2018-12-13,138116,1,0,P200292,Mortgage,142745.0
12945,Female,52,Mingachevir,2018-12-13,138116,1,0,P221302,Loan,168542.0
12946,Female,48,Lankaran,2019-09-04,45209,0,0,P211994,Loan,68589.0
12946,Female,48,Lankaran,2019-09-04,45209,0,0,P214370,Mortgage,74862.0
12947,Male,34,Sumqayit,2023-10-20,66316,0,1,P206305,Mortgage,124868.0
12948,Female,64,Sumqayit,2021-06-22,138187,0,0,P214600,Savings,146835.0
12948,Female,64,Sumqayit,2021-06-22,138187,0,0,P223344,Credit Card,112169.0
12949,Female,26,Lankaran,2018-06-21,38556,0,0,P209405,Credit Card,191217.0
12949,Female,26,Lankaran,2018-06-21,38556,0,0,P210970,Loan,148829.0
12950,Female,27,Lankaran,2015-08-20,47962,0,1,P224421,Loan,93101.0
12951,Female,25,Baku,2019-12-18,35638,0,0,P202205,Mortgage,20181.0
12952,Male,38,Mingachevir,2019-06-01,58754,1,0,,,
12953,Female,30,Mingachevir,2018-08-19,122211,0,0,P203425,Savings,37159.0
12953,Female,30,Mingachevir,2018-08-19,122211,0,0,P213301,Mortgage,131997.0
12953,Female,30,Mingachevir,2018-08-19,122211,0,0,P217194,Credit Card,128983.0
12953,Female,30,Mingachevir,2018-08-19,122211,0,0,P218870,Loan,34073.0
12954,Female,67,Sumqayit,2015-11-27,106619,0,0,,,
12955,Female,22,Shaki,2016-07-14,92617,0,0,P204468,Loan,186016.0
12955,Female,22,Shaki,2016-07-14,92617,0,0,P212336,Mortgage,82328.0
12955,Female,22,Shaki,2016-07-14,92617,0,0,P215978,Savings,10227.0
12955,Female,22,Shaki,2016-07-14,92617,0,0,P220091,Savings,59314.0
12955,Female,22,Shaki,2016-07-14,92617,0,0,P222476,Mortgage,170044.0
12956,Male,23,Mingachevir,2023-03-16,74376,0,1,,,
12957,Male,47,Ganja,2015-09-05,33353,1,0,P220017,Credit Card,32602.0
12957,Male,47,Ganja,2015-09-05,33353,1,0,P224544,Loan,45909.0
12958,Male,48,Ganja,2015-10-10,105388,0,1,,,
12959,Male,34,Baku,2018-08-03,91296,1,0,P207648,Mortgage,158053.0
12959,Male,34,Baku,2018-08-03,91296,1,0,P211123,Credit Card,162415.0
12959,Male,34,Baku,2018-08-03,91296,1,0,P217165,Savings,106148.0
12959,Male,34,Baku,2018-08-03,91296,1,0,P220654,Savings,139611.0
12960,Male,28,Baku,2017-07-28,33771,0,0,P206032,Loan,50892.0
12960,Male,28,Baku,2017-07-28,33771,0,0,P210361,Credit Card,131219.0
12960,Male,28,Baku,2017-07-28,33771,0,0,P216692,Savings,27709.0
12960,Male,28,Baku,2017-07-28,33771,0,0,P217767,Mortgage,111524.0
12960,Male,28,Baku,2017-07-28,33771,0,0,P221257,Savings,189312.0
12960,Male,28,Baku,2017-07-28,33771,0,0,P223989,Credit Card,87635.0
12961,Male,37,Sumqayit,2020-09-10,86026,0,0,P209974,Mortgage,99088.0
12961,Male,37,Sumqayit,2020-09-10,86026,0,0,P216755,Credit Card,130146.0
12962,Male,65,Shaki,2019-03-04,147540,0,0,P205717,Credit Card,38657.0
12962,Male,65,Shaki,2019-03-04,147540,0,0,P207002,Credit Card,43851.0
12963,Female,26,Shaki,2016-06-13,24263,1,0,P200339,Savings,82879.0
12963,Female,26,Shaki,2016-06-13,24263,1,0,P203896,Loan,126228.0
12964,Female,19,Lankaran,2016-01-16,27769,1,0,P206919,Credit Card,36281.0
12964,Female,19,Lankaran,2016-01-16,27769,1,0,P207571,Mortgage,59060.0
12964,Female,19,Lankaran,2016-01-16,27769,1,0,P224616,Credit Card,178411.0
12965,Female,54,Baku,2015-03-04,45334,0,0,P216032,Mortgage,196299.0
12965,Female,54,Baku,2015-03-04,45334,0,0,P224074,Credit Card,1524.0
12966,Male,18,Mingachevir,2015-05-08,103117,0,0,P222108,Loan,70421.0
12967,Male,21,Ganja,2019-04-01,52749,0,0,P201149,Savings,129562.0
12968,Male,53,Mingachevir,2021-01-19,31635,0,0,P204282,Loan,55106.0
12968,Male,53,Mingachevir,2021-01-19,31635,0,0,P207447,Loan,28379.0
12968,Male,53,Mingachevir,2021-01-19,31635,0,0,P217873,Credit Card,24529.0
12969,Male,42,Ganja,2023-03-25,85110,0,0,P214299,Savings,123941.0
12969,Male,42,Ganja,2023-03-25,85110,0,0,P214509,Mortgage,48696.0
12969,Male,42,Ganja,2023-03-25,85110,0,0,P217063,Credit Card,154147.0
12969,Male,42,Ganja,2023-03-25,85110,0,0,P217975,Credit Card,104341.0
12969,Male,42,Ganja,2023-03-25,85110,0,0,P222836,Savings,44966.0
12970,Male,20,Sumqayit,2024-02-05,21904,0,1,P203201,Credit Card,13965.0
12970,Male,20,Sumqayit,2024-02-05,21904,0,1,P208763,Savings,25380.0
12970,Male,20,Sumqayit,2024-02-05,21904,0,1,P212411,Mortgage,111392.0
