product_id,customer_id,product_type,balance
P207660,10201,Loan,114755
P207661,15235,Credit Card,14399
P207662,19307,Savings,4428
P207663,19156,Savings,20656
P207664,15188,Savings,108565
P207665,17854,Savings,165608
P207666,19592,Savings,109699
P207667,10288,Credit Card,178691
P207668,11539,Credit Card,111721
P207669,18881,Credit Card,175710
P207670,11282,Savings,40794
P207671,15354,Credit Card,142803
P207672,12055,Savings,14600
P207673,10459,Mortgage,7975
P207674,15404,Loan,58730
P207675,15080,Credit Card,183122
P207676,10984,Loan,153366
P207677,10600,Loan,165595
P207678,12205,Credit Card,17179
P207679,11475,Loan,180132
P207680,19555,Loan,123007
P207681,16665,Loan,93516
P207682,10272,Credit Card,132953
P207683,11916,Mortgage,120151
P207684,18195,Savings,41321
P207685,15419,Credit Card,136799
P207686,16818,Savings,193556
P207687,18105,Savings,41992
P207688,19033,Credit Card,18495
P207689,12004,Savings,198704
P207690,18994,Credit Card,4728
P207691,10898,Loan,40881
P207692,11954,Credit Card,7142
P207693,11146,Loan,132808
P207694,13584,Credit Card,17034
P207695,14659,Savings,78954
P207696,18772,Loan,5517
P207697,17212,Loan,147483
P207698,15553,Loan,197797
P207699,14963,Savings,185627
P207700,15543,Savings,16756
P207701,19006,Loan,69443
P207702,12351,Savings,48846
P207703,13693,Credit Card,34695
P207704,16998,Credit Card,120515
P207705,13166,Savings,20517
P207706,14318,Loan,27875
P207707,19706,Loan,78782
P207708,11501,Mortgage,40284
P207709,10077,Savings,103358
P207710,19739,Loan,111275
P207711,16333,Savings,185466
P207712,13333,Savings,167138
P207713,19779,Loan,20625
P207714,13608,Savings,119139
P207715,11581,Loan,156510
P207716,10957,Savings,109202
P207717,17554,Mortgage,38063
P207718,11459,Loan,128764
P207719,15056,Loan,115963
P207720,13236,Credit Card,162921
P207721,10987,Credit Card,56862
P207722,11961,Credit Card,7091
P207723,11181,Credit Card,138906
P207724,19289,Savings,115479
P207725,12078,Loan,27406
P207726,16913,Loan,13595
P207727,18618,Loan,14285
P207728,15617,Mortgage,124339
P207729,12103,Loan,110752
P207730,17400,Loan,182766
P207731,19777,Savings,33302
P207732,13728,Savings,138281
P207733,14710,Credit Card,123731
P207734,11956,Savings,51748
P207735,17212,Savings,198903
P207736,18367,Savings,177893
P207737,12813,Loan,56251
P207738,18667,Loan,118413
P207739,16244,Savings,48915
P207740,19104,Savings,20686
P207741,13101,Mortgage,193762
P207742,18795,Loan,120469
P207743,17398,Credit Card,137031
P207744,18037,Credit Card,32413
P207745,17067,Loan,29674
P207746,11756,Mortgage,104081
P207747,11574,Credit Card,183109
P207748,18197,Loan,88069
P207749,16174,Savings,108366
P207750,12527,Mortgage,167888
P207751,12156,Loan,82258
P207752,19074,Loan,62940
P207753,17781,Credit Card,97576
P207754,18166,Credit Card,54105
P207755,11307,Savings,93728
P207756,18769,Loan,144898
P207757,13850,Savings,99808
P207758,13603,Savings,105678
P207759,12915,Savings,135708
P207760,15611,Loan,106191
P207761,17481,Credit Card,108246
P207762,18661,Loan,154339
P207763,11830,Mortgage,124325
P207764,18436,Loan,81962
P207765,18337,Mortgage,9813
P207766,11398,Loan,98473
P207767,18030,Credit Card,119072
P207768,11763,Loan,183167
P207769,18673,Savings,81661
P207770,16173,Savings,127498
P207771,17515,Credit Card,108464
P207772,12239,Loan,57312
P207773,13115,Loan,73112
P207774,14320,Mortgage,119986
P207775,11380,Savings,57191
P207776,19171,Savings,2780
P207777,16369,Loan,175491
P207778,15814,Loan,24238
P207779,15420,Mortgage,68422
P207780,14888,Savings,32639
P207781,11620,Loan,189663
P207782,18207,Credit Card,49139
P207783,12338,Loan,86526
P207784,16147,Mortgage,91387
P207785,13312,Credit Card,115496
P207786,14510,Mortgage,7785
P207787,17640,Savings,118575
P207788,17141,Mortgage,84060
P207789,17501,Savings,156335
P207790,13744,Mortgage,183980
P207791,17227,Mortgage,99045
P207792,15082,Credit Card,185762
P207793,15773,Credit Card,127666
P207794,10372,Loan,21529
P207795,11198,Loan,43597
P207796,15532,Savings,117144
P207797,10734,Loan,112984
P207798,10930,Credit Card,100157
P207799,10247,Credit Card,42188
P207800,15035,Mortgage,150204
P207801,14675,Loan,17773
P207802,12600,Savings,105142
P207803,16736,Credit Card,57914
P207804,10685,Loan,57074
P207805,18536,Savings,80503
P207806,11283,Savings,141830
P207807,19472,Savings,20648
P207808,13337,Loan,77964
P207809,18283,Mortgage,12894
P207810,14006,Credit Card,146124
P207811,15536,Mortgage,22902
P207812,19554,Credit Card,20066
P207813,15458,Savings,8580
P207814,11854,Savings,21555
P207815,17564,Savings,70494
P207816,17299,Mortgage,165199
P207817,19911,Savings,118552
P207818,18652,Mortgage,164465
P207819,11404,Savings,94646
P207820,17711,Credit Card,31761
P207821,13297,Savings,40522
P207822,19658,Loan,44549
P207823,16242,Loan,136809
P207824,15942,Loan,113583
P207825,10702,Mortgage,173484
P207826,11336,Loan,141592
P207827,16805,Mortgage,29168
P207828,17276,Savings,81388
P207829,10496,Loan,163034
P207830,11921,Loan,146828
P207831,12415,Loan,19745
P207832,17842,Mortgage,83384
P207833,16203,Mortgage,83749
P207834,12086,Mortgage,126078
P207835,14899,Savings,125664
P207836,16240,Credit Card,192971
P207837,12254,Credit Card,83504
P207838,14204,Loan,101403
P207839,17742,Mortgage,46655
P207840,14591,Savings,127977
P207841,11669,Credit Card,66550
P207842,12228,Mortgage,125058
P207843,16006,Savings,45217
P207844,12805,Credit Card,25017
P207845,16955,Savings,30106
P207846,12112,Loan,195574
P207847,15439,Loan,155273
P207848,10808,Credit Card,28151
P207849,17886,Credit Card,155183
P207850,18914,Credit Card,121503
P207851,19911,Credit Card,68545
P207852,14277,Credit Card,191793
P207853,18107,Loan,173962
P207854,16614,Mortgage,95479
P207855,16702,Credit Card,31687
P207856,10732,Mortgage,31239
P207857,13747,Savings,140839
P207858,17596,Mortgage,111687
P207859,18822,Savings,127755
P207860,11407,Mortgage,66451
P207861,15742,Savings,152283
P207862,16810,Loan,108504
P207863,17635,Savings,23071
P207864,19487,Savings,119225
P207865,11520,Credit Card,83433
P207866,10836,Mortgage,26035
P207867,15563,Savings,121517
P207868,15195,Credit Card,119857
P207869,16463,Credit Card,147675
P207870,11629,Loan,72199
P207871,14446,Credit Card,14600
P207872,14964,Loan,190850
P207873,15199,Loan,35595
P207874,18906,Loan,50220
P207875,12465,Credit Card,174336
P207876,13427,Credit Card,44204
P207877,17120,Savings,37638
P207878,12417,Savings,123162
P207879,15350,Savings,97553
P207880,16325,Credit Card,5939
P207881,14225,Loan,162122
P207882,13574,Savings,35605
P207883,11490,Credit Card,1548
P207884,17763,Savings,105054
P207885,13607,Loan,90189
P207886,15134,Mortgage,16554
P207887,11522,Loan,135242
P207888,18425,Loan,84331
P207889,16772,Loan,80466
P207890,18373,Loan,59818
P207891,18931,Credit Card,9557
P207892,14577,Savings,132670
P207893,13890,Savings,38424
P207894,13061,Savings,75688
P207895,16182,Mortgage,29877
P207896,11160,Loan,72516
P207897,10299,Credit Card,120254
P207898,16851,Mortgage,132727
P207899,13937,Mortgage,35345
P207900,18104,Mortgage,85662
P207901,11408,Mortgage,36265
P207902,19891,Loan,182195
P207903,15812,Savings,116731
P207904,16976,Mortgage,102864
P207905,18416,Savings,148481
P207906,13847,Mortgage,104650
P207907,16188,Loan,182267
P207908,15468,Loan,99410
P207909,16763,Credit Card,138045
P207910,11884,Savings,123085
P207911,16588,Credit Card,6315
P207912,11814,Loan,12493
P207913,15797,Loan,116722
P207914,17802,Mortgage,135130
P207915,15741,Savings,85892
P207916,12540,Loan,184746
P207917,19498,Savings,134040
P207918,12638,Credit Card,63171
P207919,12284,Mortgage,117548
P207920,16298,Credit Card,189099
P207921,16890,Savings,158051
P207922,14762,Credit Card,80728
P207923,17038,Mortgage,24520
P207924,13264,Loan,63630
P207925,12732,Loan,180318
P207926,16465,Savings,8961
P207927,17860,Savings,85827
P207928,13236,Loan,175449
P207929,14456,Credit Card,45775
P207930,18761,Savings,195095
P207931,13062,Loan,104333
P207932,15128,Loan,188349
P207933,16600,Savings,62656
P207934,15448,Credit Card,50695
P207935,19050,Savings,50137
P207936,18542,Loan,2968
P207937,15847,Savings,69506
P207938,13089,Loan,118698
P207939,10169,Mortgage,16544
P207940,12475,Mortgage,58344
P207941,15383,Mortgage,36947
P207942,15090,Credit Card,26508
P207943,19670,Loan,20572
P207944,11756,Loan,186222
P207945,18614,Mortgage,178562
P207946,19573,Savings,4169
P207947,16089,Credit Card,43204
P207948,16628,Savings,116456
P207949,17320,Savings,10115
P207950,19798,Loan,162950
P207951,16083,Mortgage,141031
P207952,15116,Mortgage,121663
P207953,13814,Mortgage,89505
P207954,12635,Credit Card,141103
P207955,13091,Savings,179492
P207956,13857,Credit Card,194650
P207957,14534,Savings,179719
P207958,15935,Credit Card,121540
P207959,13026,Savings,22271
P207960,12777,Credit Card,128553
P207961,10328,Credit Card,146973
P207962,12852,Mortgage,135965
P207963,14595,Mortgage,145250
P207964,19637,Loan,13031
P207965,13882,Savings,48613
P207966,15145,Mortgage,127382
P207967,15035,Loan,14632
P207968,17377,Savings,64135
P207969,19940,Credit Card,108268
P207970,10149,Mortgage,66856
P207971,17140,Credit Card,62778
P207972,13948,Savings,151758
P207973,11418,Savings,173544
P207974,14862,Loan,125196
P207975,10255,Savings,28305
P207976,12604,Loan,88212
P207977,18367,Savings,130393
P207978,10939,Mortgage,98797
P207979,11358,Credit Card,118569
P207980,17157,Mortgage,156037
P207981,12443,Savings,119229
P207982,19989,Mortgage,129591
P207983,11035,Credit Card,166418
P207984,18701,Credit Card,171878
P207985,18427,Mortgage,28848
P207986,12027,Savings,60671
P207987,11077,Loan,177133
P207988,19778,Credit Card,70261
P207989,19490,Mortgage,147075
P207990,12460,Credit Card,18708
P207991,15397,Mortgage,140073
P207992,18794,Savings,30340
P207993,19224,Mortgage,197384
P207994,17571,Credit Card,135767
P207995,18195,Credit Card,48431
P207996,14548,Loan,127516
P207997,16874,Mortgage,16546
P207998,16019,Savings,15068
P207999,19895,Credit Card,79366
P208000,19894,Mortgage,180342
P208001,10631,Loan,165227
P208002,15833,Loan,174918
P208003,13842,Loan,9912
P208004,14357,Mortgage,107117
P208005,11363,Credit Card,42768
P208006,12332,Mortgage,26798
P208007,18003,Credit Card,105411
P208008,18080,Credit Card,192432
P208009,12697,Savings,93324
P208010,13139,Mortgage,20661
P208011,11372,Loan,30063
P208012,19845,Mortgage,164411
P208013,19280,Mortgage,77070
P208014,19408,Credit Card,47519
P208015,15730,Savings,60167
P208016,15238,Savings,156549
P208017,13316,Mortgage,40453
P208018,18676,Mortgage,126512
P208019,10995,Loan,135052
P208020,14519,Loan,167775
P208021,12776,Savings,121852
P208022,15255,Credit Card,150465
P208023,11981,Credit Card,188161
P208024,12641,Loan,128265
P208025,10452,Mortgage,101162
P208026,14920,Loan,5412
P208027,11718,Mortgage,91857
P208028,17874,Savings,13986
P208029,12264,Mortgage,17504
P208030,19033,Credit Card,188240
P208031,10589,Loan,162897
P208032,11167,Credit Card,51076
P208033,16322,Mortgage,33573
P208034,17113,Loan,94927
P208035,15935,Loan,13391
P208036,19128,Savings,195529
P208037,10527,Mortgage,77275
P208038,17257,Credit Card,132154
P208039,16743,Savings,114774
P208040,15131,Loan,135545
P208041,11572,Mortgage,2624
P208042,15206,Mortgage,110085
P208043,17882,Mortgage,77658
P208044,18554,Credit Card,139095
P208045,18126,Savings,40854
P208046,10265,Savings,96309
P208047,10119,Mortgage,104775
P208048,18432,Loan,131326
P208049,17244,Loan,137813
P208050,16440,Mortgage,142072
P208051,10032,Mortgage,128202
P208052,10133,Loan,66193
P208053,11494,Savings,156103
P208054,18702,Savings,106762
P208055,10068,Savings,12070
P208056,15148,Mortgage,9410
P208057,19402,Mortgage,68032
P208058,11632,Loan,82712
P208059,16418,Loan,177481
P208060,12379,Credit Card,94828
P208061,18312,Credit Card,108517
P208062,16945,Mortgage,121535
P208063,19463,Credit Card,140200
P208064,15242,Loan,171236
P208065,14965,Loan,27170
P208066,14566,Savings,160298
P208067,15474,Mortgage,190380
P208068,18394,Credit Card,162217
P208069,12133,Savings,120236
P208070,16997,Loan,40217
P208071,17325,Loan,96856
P208072,18791,Loan,103837
P208073,13470,Savings,151121
P208074,17192,Mortgage,109388
P208075,18645,Mortgage,193184
P208076,19002,Mortgage,72099
P208077,12024,Loan,194522
P208078,13161,Credit Card,88446
P208079,12708,Credit Card,122568
P208080,14563,Savings,119297
P208081,12370,Mortgage,29555
P208082,12582,Savings,2928
P208083,17500,Savings,3730
P208084,14971,Loan,130011
P208085,10750,Loan,199329
P208086,19997,Credit Card,52382
P208087,18187,Mortgage,160488
P208088,16855,Loan,119750
P208089,10902,Mortgage,16381
P208090,15499,Credit Card,138956
P208091,14988,Credit Card,121981
P208092,17378,Credit Card,58230
P208093,12385,Loan,97600
P208094,11154,Mortgage,192926
P208095,17628,Savings,190344
P208096,12657,Credit Card,102533
P208097,19324,Mortgage,77835
P208098,11622,Savings,60126
P208099,19449,Savings,50985
P208100,10260,Savings,123374
P208101,13762,Loan,196361
P208102,17989,Loan,19043
P208103,18458,Loan,29559
P208104,15164,Mortgage,185145
P208105,11225,Credit Card,36356
P208106,16478,Loan,107869
P208107,15893,Loan,24837
P208108,10717,Mortgage,172627
P208109,12524,Loan,20862
P208110,14540,Savings,132564
P208111,18770,Loan,109304
P208112,19313,Mortgage,131903
P208113,18726,Loan,54917
P208114,16778,Mortgage,158561
P208115,17878,Loan,183829
P208116,16132,Savings,28255
P208117,12218,Savings,19632
P208118,14110,Savings,21845
P208119,11708,Loan,2624
P208120,18335,Credit Card,180794
P208121,13992,Loan,127086
P208122,13740,Loan,122914
P208123,18861,Mortgage,184674
P208124,13568,Savings,129408
P208125,14880,Credit Card,17823
P208126,11672,Savings,171342
P208127,13584,Savings,110623
P208128,18784,Mortgage,13677
P208129,15179,Credit Card,51808
P208130,19535,Savings,199759
P208131,16453,Loan,42472
P208132,11682,Loan,77306
P208133,16628,Savings,34997
P208134,18124,Loan,98344
P208135,12481,Credit Card,58796
P208136,10757,Loan,120694
P208137,19084,Savings,177713
P208138,17478,Loan,138079
P208139,11910,Savings,38741
P208140,16426,Credit Card,63449
P208141,17578,Savings,85012
P208142,11435,Credit Card,103294
P208143,10553,Savings,23968
P208144,18835,Savings,181399
P208145,19813,Credit Card,76899
P208146,11998,Credit Card,166955
P208147,18674,Credit Card,112681
P208148,15484,Loan,193488
P208149,10228,Mortgage,62998
P208150,17654,Credit Card,102320
P208151,18155,Savings,84631
P208152,10726,Savings,157088
P208153,10125,Savings,13780
P208154,15480,Credit Card,47528
P208155,13692,Credit Card,142422
P208156,12716,Savings,127650
P208157,13568,Mortgage,196266
P208158,19828,Loan,48669
P208159,18516,Credit Card,82272
P208160,17482,Mortgage,166665
P208161,17934,Loan,115674
P208162,12466,Credit Card,114494
P208163,19652,Savings,194159
P208164,13448,Loan,46611
P208165,11024,Loan,89028
P208166,17985,Mortgage,112090
P208167,10027,Savings,106759
P208168,19109,Mortgage,91737
P208169,16142,Mortgage,126307
P208170,13339,Loan,159906
P208171,10147,Loan,1791
P208172,17774,Loan,173043
P208173,19615,Savings,115054
P208174,17686,Loan,188634
P208175,17886,Loan,194363
P208176,16433,Loan,71904
P208177,17907,Credit Card,12062
P208178,10167,Savings,24615
P208179,16523,Loan,47685
P208180,15018,Mortgage,165315
P208181,18889,Savings,12430
P208182,17182,Savings,56319
P208183,12027,Savings,54725
P208184,10406,Mortgage,172868
P208185,14819,Savings,48131
P208186,19825,Credit Card,9833
P208187,10293,Mortgage,162211
P208188,16497,Credit Card,17129
P208189,18038,Mortgage,109475
P208190,14402,Loan,69009
P208191,16281,Loan,169535
P208192,14334,Mortgage,8876
P208193,14387,Credit Card,42483
P208194,16993,Mortgage,24404
P208195,19739,Loan,72607
P208196,10281,Credit Card,103985
P208197,18355,Mortgage,43746
P208198,14769,Loan,9208
P208199,17646,Loan,47427
P208200,15713,Credit Card,162434
P208201,15829,Loan,49640
P208202,14041,Loan,107533
P208203,14561,Mortgage,15960
P208204,17554,Savings,138783
P208205,17207,Savings,189658
P208206,14281,Credit Card,39409
P208207,19117,Savings,135339
P208208,13624,Loan,143827
P208209,14570,Loan,194208
P208210,15156,Mortgage,103549
P208211,10216,Credit Card,533
P208212,16500,Loan,2402
P208213,17029,Mortgage,43329
P208214,11152,Mortgage,80523
P208215,10880,Savings,171025
P208216,19939,Savings,31871
P208217,12379,Mortgage,9377
P208218,11265,Credit Card,123775
P208219,18080,Savings,81047
P208220,18706,Credit Card,158116
P208221,15818,Loan,48399
P208222,15797,Mortgage,50661
P208223,16915,Loan,165223
P208224,11670,Savings,69759
P208225,13241,Mortgage,107564
P208226,10835,Loan,75424
P208227,13007,Loan,101147
P208228,11085,Loan,159784
P208229,17897,Credit Card,194316
P208230,17166,Loan,41820
P208231,11096,Savings,133186
P208232,12548,Savings,88252
P208233,17378,Mortgage,198748
P208234,11633,Credit Card,26017
P208235,16841,Loan,120264
P208236,13931,Loan,40727
P208237,13193,Credit Card,49805
P208238,11641,Credit Card,175154
P208239,13462,Savings,157339
P208240,13748,Mortgage,79909
P208241,11966,Savings,1623
P208242,13387,Credit Card,45103
P208243,15647,Savings,167319
P208244,17755,Mortgage,23497
P208245,10603,Mortgage,171549
P208246,16603,Credit Card,163559
P208247,11860,Credit Card,199256
P208248,13685,Credit Card,74854
P208249,19290,Credit Card,57263
P208250,12386,Mortgage,37357
P208251,11228,Mortgage,181974
P208252,18978,Credit Card,42894
P208253,10758,Loan,135911
P208254,10981,Credit Card,103140
P208255,12359,Savings,54377
P208256,14688,Mortgage,116350
P208257,17554,Credit Card,108875
P208258,19626,Loan,139586
P208259,12624,Savings,77585
P208260,10107,Savings,27756
P208261,15106,Credit Card,185792
P208262,14197,Mortgage,80426
P208263,12662,Loan,1810
P208264,10726,Loan,116261
P208265,18841,Savings,193825
P208266,10451,Mortgage,96884
P208267,10507,Credit Card,50424
P208268,18444,Savings,81160
P208269,11547,Mortgage,163433
P208270,15860,Credit Card,33184
P208271,19948,Savings,72482
P208272,15278,Mortgage,142819
P208273,16312,Loan,7203
P208274,13299,Loan,103881
P208275,13295,Loan,175728
P208276,14955,Savings,35779
P208277,16063,Credit Card,141859
P208278,16112,Loan,177939
P208279,11114,Loan,121283
P208280,19639,Savings,5520
P208281,16807,Loan,125915
P208282,12840,Credit Card,96642
P208283,10888,Mortgage,148531
P208284,10619,Mortgage,93056
P208285,10241,Credit Card,114093
P208286,15317,Savings,132182
P208287,13159,Mortgage,69298
P208288,11220,Mortgage,138077
P208289,12287,Mortgage,194451
P208290,17514,Mortgage,36832
P208291,14561,Loan,56547
P208292,11249,Credit Card,163687
P208293,16038,Mortgage,42841
P208294,14088,Loan,58791
P208295,13519,Savings,89296
P208296,12459,Savings,157725
P208297,14614,Loan,137426
P208298,16579,Savings,65119
P208299,15567,Savings,100110
P208300,18681,Savings,102857
P208301,19028,Savings,132989
P208302,18786,Mortgage,101346
P208303,18424,Mortgage,49363
P208304,17505,Credit Card,109825
P208305,13873,Credit Card,138405
P208306,17105,Savings,557
P208307,12373,Savings,161974
P208308,19335,Loan,126140
P208309,13322,Savings,195022
P208310,12144,Loan,130050
P208311,15689,Mortgage,95765
P208312,13703,Credit Card,107417
P208313,11636,Savings,194255
P208314,19367,Savings,160989
P208315,14533,Credit Card,21964
P208316,19048,Loan,164974
P208317,19914,Savings,77812
P208318,12655,Loan,26505
P208319,16819,Loan,61983
P208320,16072,Loan,177636
P208321,18738,Savings,35798
P208322,14621,Savings,119737
P208323,16775,Credit Card,97280
P208324,17904,Mortgage,114161
P208325,14440,Savings,170544
P208326,10986,Loan,25659
P208327,13205,Credit Card,157168
P208328,14670,Mortgage,139752
P208329,16725,Loan,22615
P208330,14488,Savings,169532
P208331,15735,Mortgage,186177
P208332,10061,Credit Card,193931
P208333,14673,Mortgage,30064
P208334,13052,Savings,124211
P208335,12212,Savings,125654
P208336,14558,Loan,6010
P208337,17762,Savings,56139
P208338,15636,Credit Card,64327
P208339,15395,Savings,128818
P208340,11869,Savings,124375
P208341,14606,Loan,44150
P208342,14912,Loan,21923
P208343,17868,Loan,132322
P208344,12352,Mortgage,9200
P208345,16261,Loan,141103
P208346,16810,Savings,144801
P208347,15294,Loan,7072
P208348,10875,Credit Card,74272
P208349,12721,Mortgage,133909
P208350,12312,Loan,60807
P208351,14367,Loan,93289
P208352,11287,Mortgage,13096
P208353,14716,Loan,28112
P208354,18286,Savings,108667
P208355,11160,Credit Card,148476
P208356,18232,Loan,159770
P208357,17276,Credit Card,123224
P208358,15276,Mortgage,137828
P208359,17929,Mortgage,71198
P208360,18326,Mortgage,182977
P208361,14209,Credit Card,2277
P208362,18828,Mortgage,584
P208363,16945,Savings,95343
P208364,17401,Credit Card,118455
P208365,13052,Savings,144371
P208366,14464,Loan,93316
P208367,11893,Loan,194981
P208368,11298,Savings,2136
P208369,17573,Mortgage,74830
P208370,14727,Savings,81697
P208371,11808,Credit Card,178635
P208372,12287,Credit Card,49782
P208373,17635,Mortgage,52074
P208374,19308,Savings,82311
P208375,17052,Mortgage,199146
P208376,10783,Credit Card,135111
P208377,11421,Savings,115163
P208378,14991,Credit Card,31446
P208379,10634,Loan,172706
P208380,18875,Loan,173165
P208381,15705,Loan,72275
P208382,14178,Credit Card,143917
P208383,11175,Savings,79560
P208384,11000,Mortgage,189472
P208385,11700,Savings,34612
P208386,15116,Mortgage,4976
P208387,17187,Loan,150977
P208388,10670,Savings,24793
P208389,16162,Loan,35641
P208390,14075,Savings,13950
P208391,17966,Credit Card,193296
P208392,17062,Loan,107491
P208393,10797,Mortgage,50748
P208394,17105,Mortgage,86747
P208395,14467,Credit Card,191759
P208396,13887,Mortgage,139364
P208397,10505,Loan,180464
P208398,10430,Loan,135888
P208399,13171,Mortgage,139369
P208400,17943,Credit Card,30992
P208401,18510,Loan,137500
P208402,17631,Savings,116798
P208403,16231,Savings,39151
P208404,12395,Savings,87001
P208405,10742,Mortgage,24440
P208406,19713,Credit Card,158265
P208407,13779,Savings,57895
P208408,14298,Credit Card,107077
P208409,12349,Credit Card,91347
P208410,19468,Savings,8368
P208411,14972,Savings,115981
P208412,14678,Mortgage,113798
P208413,11384,Savings,193067
P208414,16873,Credit Card,158156
P208415,15870,Mortgage,70213
P208416,17159,Credit Card,160050
P208417,10556,Savings,78961
P208418,17592,Mortgage,179301
P208419,16987,Mortgage,123483
P208420,10310,Loan,85792
P208421,17445,Mortgage,94287
P208422,15529,Savings,5364
P208423,16432,Credit Card,163408
P208424,17749,Mortgage,13687
P208425,19601,Savings,111791
P208426,19060,Savings,63377
P208427,17287,Savings,153197
P208428,11952,Loan,127134
P208429,14659,Loan,9957
P208430,16422,Savings,109852
P208431,14223,Loan,107242
P208432,19907,Credit Card,61069
P208433,10793,Mortgage,59302
P208434,15693,Mortgage,57954
P208435,13699,Loan,44612
P208436,10939,Mortgage,18567
P208437,18797,Credit Card,198026
P208438,14393,Credit Card,150084
P208439,19676,Savings,194423
P208440,16818,Credit Card,32411
P208441,18926,Credit Card,20240
P208442,11849,Savings,160286
P208443,19919,Mortgage,167450
P208444,16882,Mortgage,186276
P208445,16590,Credit Card,19551
P208446,17743,Savings,16369
P208447,17991,Loan,86682
P208448,12475,Loan,50574
P208449,10036,Credit Card,105903
P208450,13306,Savings,77466
P208451,14456,Loan,97505
P208452,17962,Credit Card,117272
P208453,13856,Savings,39514
P208454,15443,Savings,30404
P208455,14471,Savings,81732
P208456,18723,Loan,41806
P208457,11055,Savings,92933
P208458,10234,Savings,81754
P208459,18000,Credit Card,171159
P208460,17901,Savings,178603
P208461,19045,Mortgage,143782
P208462,11225,Loan,24463
P208463,10045,Loan,196865
P208464,13683,Loan,2908
P208465,18601,Credit Card,37496
P208466,17266,Credit Card,116190
P208467,10550,Credit Card,55980
P208468,16774,Credit Card,21067
P208469,17225,Savings,13711
P208470,13497,Mortgage,39515
P208471,13206,Mortgage,10966
P208472,16688,Loan,67848
P208473,14117,Credit Card,3277
P208474,15914,Credit Card,65565
P208475,10690,Credit Card,116498
P208476,19787,Credit Card,33256
P208477,18145,Credit Card,49110
P208478,16117,Savings,124227
P208479,15308,Credit Card,31882
P208480,12523,Savings,166018
P208481,19183,Savings,18717
P208482,12121,Savings,183077
P208483,14644,Mortgage,45483
P208484,16393,Savings,169024
P208485,10622,Savings,142982
P208486,19899,Loan,46506
P208487,13957,Savings,69300
P208488,12493,Credit Card,18362
P208489,18833,Mortgage,144146
P208490,12724,Savings,79397
P208491,17627,Savings,90236
P208492,15814,Mortgage,121710
P208493,18722,Credit Card,22763
P208494,19097,Loan,135061
P208495,19328,Mortgage,166078
P208496,19667,Credit Card,30634
P208497,15814,Loan,13404
P208498,16023,Savings,42624
P208499,10658,Credit Card,63763
P208500,17151,Credit Card,174763
P208501,13059,Loan,142582
P208502,12037,Loan,76929
P208503,13867,Savings,134234
P208504,18448,Savings,48029
P208505,10802,Credit Card,189564
P208506,14953,Credit Card,185729
P208507,10259,Loan,18515
P208508,17242,Credit Card,62010
P208509,10243,Mortgage,165699
P208510,12689,Loan,161510
P208511,18725,Savings,121393
P208512,10389,Credit Card,5624
P208513,13287,Mortgage,94550
P208514,16045,Mortgage,73039
P208515,19767,Credit Card,103481
P208516,15007,Savings,75908
P208517,15613,Credit Card,130563
P208518,18807,Loan,45839
P208519,10151,Credit Card,29176
P208520,12260,Mortgage,169670
P208521,11099,Savings,4423
P208522,19199,Credit Card,36815
P208523,16729,Savings,186049
P208524,19181,Mortgage,171345
P208525,15011,Mortgage,4097
P208526,14769,Loan,31148
P208527,11990,Savings,129024
P208528,16452,Loan,97360
P208529,15725,Credit Card,158887
P208530,10727,Credit Card,167160
P208531,18917,Loan,105168
P208532,13449,Credit Card,146764
P208533,16560,Savings,40734
P208534,14410,Mortgage,33891
P208535,19680,Savings,130562
P208536,11890,Credit Card,25166
P208537,12339,Mortgage,5842
P208538,19724,Savings,124800
P208539,19551,Loan,123249
P208540,17158,Mortgage,62288
P208541,13991,Credit Card,99619
P208542,10245,Loan,125123
P208543,12041,Credit Card,191301
P208544,19865,Loan,174954
P208545,11674,Loan,89381
P208546,19886,Credit Card,104466
P208547,17792,Savings,161970
P208548,19975,Credit Card,92093
P208549,10654,Loan,159219
P208550,16544,Mortgage,131756
P208551,13980,Mortgage,145307
P208552,19981,Savings,140493
P208553,19539,Mortgage,110060
P208554,14659,Loan,141839
P208555,16418,Savings,72853
P208556,13715,Credit Card,65718
P208557,18984,Mortgage,142711
P208558,18219,Loan,76073
P208559,18086,Savings,86408
P208560,18033,Credit Card,181513
P208561,17734,Savings,25720
P208562,12979,Loan,162718
P208563,14874,Credit Card,56523
P208564,12659,Savings,199785
P208565,10061,Loan,133942
P208566,14453,Credit Card,123341
P208567,16858,Mortgage,182878
P208568,14460,Credit Card,20592
P208569,15578,Loan,51067
P208570,15205,Credit Card,25996
P208571,12663,Mortgage,160371
P208572,18991,Credit Card,51480
P208573,15221,Loan,95579
P208574,10387,Savings,107424
P208575,10084,Loan,174923
P208576,13831,Mortgage,9381
P208577,13751,Savings,165215
P208578,15568,Savings,82437
P208579,18776,Loan,90883
P208580,14563,Mortgage,187676
P208581,15090,Savings,65706
P208582,17707,Mortgage,136389
P208583,13463,Credit Card,193399
P208584,19637,Loan,101697
P208585,15770,Loan,185066
P208586,19894,Savings,62724
P208587,18013,Credit Card,141788
P208588,13196,Credit Card,17614
P208589,19413,Savings,122577
P208590,16078,Credit Card,157794
P208591,14997,Savings,63699
P208592,17889,Credit Card,157428
P208593,11186,Credit Card,123750
P208594,17136,Credit Card,76407
P208595,17271,Savings,8211
P208596,19753,Loan,67274
P208597,11446,Loan,169515
